,source,score,sentiment
14286,Other,0.0,0
5344,Original,0.0,0
11127,Original,0.0,0
1702,Manga,0.0,0
6215,Manga,0.0,0
14367,Manga,0.0,0
11158,Manga,0.0,0
3905,Game,0.0,0
12039,Manga,0.0,0
6266,Light novel,0.0,0
458,Original,0.0,0
1733,Original,0.0,0
4749,Manga,0.0,0
3029,Manga,0.0,0
14370,Web manga,0.0,0
3018,Manga,0.0,0
4720,Original,0.0,0
11224,Original,0.0,0
14372,Original,0.0,0
13079,Game,0.0,0
1759,Original,0.0,0
1762,Game,0.0,0
11227,Manga,0.0,0
1763,Light novel,0.0,0
3008,Music,0.0,0
11236,Manga,0.0,0
1773,Manga,0.0,0
12515,Original,0.0,0
8794,4-koma manga,0.0,0
11252,Original,0.0,0
6207,Manga,0.0,0
14364,Original,0.0,0
9104,Original,0.0,0
9102,Original,0.0,0
6032,Manga,0.0,0
3836,4-koma manga,0.0,0
3152,Digital manga,0.0,0
10984,Original,0.0,0
1581,Game,0.0,0
14121,Original,0.0,0
13182,Original,0.0,0
8997,Manga,0.0,0
8985,4-koma manga,0.0,0
8978,Light novel,0.0,0
11024,Light novel,0.0,0
8943,Game,0.0,0
6103,Light novel,0.0,0
12964,Card game,0.0,0
1635,Game,0.0,0
8906,Original,0.0,0
11068,Manga,0.0,0
8894,Original,0.0,0
6118,Other,0.0,0
1652,Original,0.0,0
511,Game,0.0,0
8868,Original,0.0,0
8835,Light novel,0.0,0
3072,Light novel,0.0,0
3068,Card game,0.0,0
13839,Card game,0.0,0
12222,Manga,0.0,0
13310,Other,0.0,0
1782,4-koma manga,0.0,0
14048,Original,0.0,0
14392,Novel,0.0,0
1919,Manga,0.0,0
13138,Manga,0.0,0
2886,Manga,0.0,0
14220,Manga,0.0,0
6527,Manga,0.0,0
11439,Game,0.0,0
6557,Manga,0.0,0
13093,Original,0.0,0
6614,Light novel,0.0,0
8350,Novel,0.0,0
1989,Light novel,0.0,0
6650,Original,0.0,0
6679,Web manga,0.0,0
6688,Web manga,0.0,0
11487,Manga,0.0,0
8293,Unknown,0.0,0
8291,Novel,0.0,0
11492,Light novel,0.0,0
14161,Original,0.0,0
13995,Original,0.0,0
14400,Original,0.0,0
8266,Original,0.0,0
4490,Visual novel,0.0,0
4064,Manga,0.0,0
2779,Web manga,0.0,0
12942,Game,0.0,0
4697,Original,0.0,0
334,Original,0.0,0
12501,Web manga,0.0,0
8645,Card game,0.0,0
14380,Original,0.0,0
11274,Game,0.0,0
4681,Unknown,0.0,0
11288,Manga,0.0,0
3965,Manga,0.0,0
3968,Novel,0.0,0
3969,Light novel,0.0,0
387,Novel,0.0,0
3970,Original,0.0,0
14383,Picture book,0.0,0
12277,Manga,0.0,0
8613,Original,0.0,0
13601,Game,0.0,0
1806,Novel,0.0,0
11321,Light novel,0.0,0
6393,Manga,0.0,0
2948,Novel,0.0,0
8549,Unknown,0.0,0
14386,Manga,0.0,0
1843,Original,0.0,0
1860,Novel,0.0,0
4615,Novel,0.0,0
13819,Other,0.0,0
14388,Game,0.0,0
13612,Manga,0.0,0
1881,Manga,0.0,0
8468,Original,0.0,0
12470,Light novel,0.0,0
9149,Manga,0.0,0
14354,Manga,0.0,0
894,Manga,0.0,0
5493,Original,0.0,0
9957,Manga,0.0,0
13920,Other,0.0,0
5513,Manga,0.0,0
9931,Novel,0.0,0
9917,Other,0.0,0
12125,Visual novel,0.0,0
864,Manga,0.0,0
9911,Original,0.0,0
12770,Light novel,0.0,0
10376,Manga,0.0,0
5218,Original,0.0,0
5551,Original,0.0,0
9851,Original,0.0,0
14292,Unknown,0.0,0
5575,Light novel,0.0,0
9819,Manga,0.0,0
10414,Visual novel,0.0,0
5588,Game,0.0,0
3423,Manga,0.0,0
12166,Light novel,0.0,0
1181,Original,0.0,0
5627,Original,0.0,0
9751,Original,0.0,0
3664,Game,0.0,0
14287,Original,0.0,0
9977,Original,0.0,0
14075,Game,0.0,0
10275,Original,0.0,0
9989,Manga,0.0,0
10139,Visual novel,0.0,0
5353,Original,0.0,0
10143,Original,0.0,0
5341,Picture book,0.0,0
10146,Novel,0.0,0
988,Light novel,0.0,0
3535,Original,0.0,0
12783,Light novel,0.0,0
3575,Manga,0.0,0
13155,Novel,0.0,0
947,Light novel,0.0,0
943,Original,0.0,0
5300,Game,0.0,0
14303,Novel,0.0,0
930,Manga,0.0,0
10203,Manga,0.0,0
10018,Original,0.0,0
1042,Original,0.0,0
10017,Original,0.0,0
5440,Unknown,0.0,0
13438,Original,0.0,0
10238,Manga,0.0,0
3599,Manga,0.0,0
10001,Manga,0.0,0
9994,Game,0.0,0
13036,Manga,0.0,0
9993,Light novel,0.0,0
9985,Novel,0.0,0
10915,Original,0.0,0
3389,Game,0.0,0
784,Light novel,0.0,0
10697,Novel,0.0,0
14269,Game,0.0,0
9386,Web manga,0.0,0
10726,Manga,0.0,0
10736,Manga,0.0,0
1396,Light novel,0.0,0
10743,Game,0.0,0
3756,Manga,0.0,0
9355,Visual novel,0.0,0
5029,Unknown,0.0,0
671,Manga,0.0,0
1409,Original,0.0,0
1410,Manga,0.0,0
12627,Other,0.0,0
5862,Manga,0.0,0
4989,Web manga,0.0,0
3235,Original,0.0,0
639,Original,0.0,0
10816,Manga,0.0,0
14067,Manga,0.0,0
5910,Game,0.0,0
13528,Original,0.0,0
13354,Game,0.0,0
14254,Original,0.0,0
9212,Web manga,0.0,0
12543,Original,0.0,0
9184,Light novel,0.0,0
14341,Unknown,0.0,0
3675,4-koma manga,0.0,0
14270,Game,0.0,0
14272,Manga,0.0,0
9682,Manga,0.0,0
3680,Other,0.0,0
9680,Manga,0.0,0
9668,Unknown,0.0,0
12577,Original,0.0,0
14284,Manga,0.0,0
5697,Manga,0.0,0
14105,Manga,0.0,0
14281,Original,0.0,0
9620,Original,0.0,0
5125,Web manga,0.0,0
14280,Novel,0.0,0
9595,Manga,0.0,0
3337,Manga,0.0,0
1282,Original,0.0,0
3333,Manga,0.0,0
13489,Manga,0.0,0
5083,Visual novel,0.0,0
1298,Game,0.0,0
12194,Music,0.0,0
13379,Digital manga,0.0,0
5070,Novel,0.0,0
1310,Music,0.0,0
9500,Manga,0.0,0
5768,Original,0.0,0
3300,Original,0.0,0
14107,Web manga,0.0,0
3292,Light novel,0.0,0
11531,Web manga,0.0,0
14132,Other,0.0,0
10128,Manga,0.0,0
2529,Light novel,0.0,0
7549,Visual novel,0.0,0
11988,Light novel,0.0,0
6842,Original,0.0,0
7643,4-koma manga,0.0,0
7646,Game,0.0,0
14404,Unknown,0.0,0
4359,Original,0.0,0
14410,Manga,0.0,0
2531,Manga,0.0,0
76,Manga,0.0,0
14438,Original,0.0,0
11713,Novel,0.0,0
14019,Manga,0.0,0
7032,Manga,0.0,0
12700,Other,0.0,0
12412,Game,0.0,0
11937,Original,0.0,0
8058,Manga,0.0,0
187,Manga,0.0,0
8095,Other,0.0,0
11743,Original,0.0,0
7234,Manga,0.0,0
13146,Manga,0.0,0
2098,Original,0.0,0
14183,Unknown,0.0,0
4148,Game,0.0,0
2128,Visual novel,0.0,0
4271,Manga,0.0,0
2372,Light novel,0.0,0
4135,Original,0.0,0
55,Manga,0.0,0
6955,Other,0.0,0
7956,4-koma manga,0.0,0
11669,Game,0.0,0
7957,Original,0.0,0
12687,Original,0.0,0
11896,Web manga,0.0,0
14005,Web manga,0.0,0
2511,Manga,0.0,0
7971,Original,0.0,0
2154,Original,0.0,0
2153,Manga,0.0,0
2152,Original,0.0,0
7568,Novel,0.0,0
2514,Manga,0.0,0
14406,Manga,0.0,0
4400,Game,0.0,0
7563,4-koma manga,0.0,0
4143,Novel,0.0,0
7376,Manga,0.0,0
13233,Visual novel,0.0,0
11688,Manga,0.0,0
11690,Manga,0.0,0
6983,Visual novel,0.0,0
14421,Original,0.0,0
2326,Original,0.0,0
11584,Original,0.0,0
4152,Original,0.0,0
2108,4-koma manga,0.0,0
2177,Unknown,0.0,0
7741,Manga,0.0,0
7812,Game,0.0,0
2063,Original,0.0,0
229,Game,0.0,0
11765,Original,0.0,0
12420,Light novel,0.0,0
14014,Game,0.0,0
11770,Game,0.0,0
14413,Original,0.0,0
14414,Original,0.0,0
7814,Original,0.0,0
7416,Manga,0.0,0
2762,Game,0.0,0
6784,Novel,0.0,0
13680,Light novel,0.0,0
7481,Light novel,0.0,0
7414,Other,0.0,0
8172,Original,0.0,0
2071,Original,0.0,0
109,Manga,0.0,0
7480,Light novel,0.0,0
13778,Manga,0.0,0
2456,Manga,0.0,0
11786,Unknown,0.0,0
11775,Manga,0.0,0
2285,Novel,0.0,0
14015,Picture book,0.0,0
7088,4-koma manga,0.0,0
14459,Original,0.0,0
145,Original,0.0,0
13677,Manga,0.0,0
2766,Web manga,0.0,0
8118,Original,0.0,0
143,Manga,0.0,0
7208,Game,0.0,0
14412,Original,0.0,0
14471,Other,0.0,0
7536,Light novel,0.0,0
13238,Original,0.0,0
7523,Unknown,0.0,0
14371,Original,1.0,0
14393,Original,1.0,0
14431,Original,1.0,0
14449,Original,1.0,0
14297,Original,1.0,0
14296,Original,1.0,0
13955,Original,1.0,0
14186,Original,1.0,0
14411,Original,1.0,0
13940,Game,1.0,0
14300,Original,1.0,0
14389,Unknown,1.25,0
14416,Original,1.33,0
12844,Original,1.5,0
14025,Picture book,1.67,0
14257,Original,1.67,0
13841,Unknown,1.75,0
14315,Original,1.75,0
8467,Original,1.88,0
10197,Game,1.9,0
14311,Original,2.0,0
5060,Picture book,2.0,0
13558,Book,2.0,0
14309,Original,2.0,0
4886,Original,2.08,0
13237,Original,2.08,0
13827,Original,2.25,0
13847,Original,2.25,0
3449,Unknown,2.27,0
9804,Picture book,2.33,0
14250,Original,2.33,0
13888,Original,2.33,0
8474,Visual novel,2.33,0
2742,Original,2.38,0
14003,Original,2.4,0
11875,Original,2.44,0
5302,Original,2.5,0
12761,Original,2.52,0
13866,Original,2.55,0
13898,Original,2.57,0
9343,Original,2.6,0
3612,Original,2.61,0
1478,Original,2.63,0
13956,Original,2.63,0
11741,Original,2.64,0
1300,Original,2.65,0
7281,Unknown,2.66,0
13927,Other,2.67,0
12495,Original,2.71,0
6108,Original,2.72,0
13877,Original,2.75,0
9495,Original,2.75,0
5606,Original,2.75,0
5222,Original,2.78,0
9737,Original,2.8,0
13994,Original,2.82,0
2992,Music,2.85,0
13869,Original,2.86,0
10358,Original,2.88,0
4882,Original,2.89,0
4715,Unknown,2.89,0
14376,Music,2.9,0
13942,Original,2.91,0
7998,Visual novel,2.92,0
14278,Original,2.92,0
8777,Original,2.95,0
3739,Original,3.0,0
13812,Original,3.0,0
11974,Original,3.0,0
13196,Original,3.0,0
8398,Original,3.0,0
13937,Original,3.0,0
7882,Original,3.0,0
14447,Original,3.0,0
14374,Original,3.0,0
14289,Other,3.0,0
14456,Other,3.0,0
13961,Original,3.0,0
13868,Original,3.0,0
14010,Original,3.0,0
8542,Original,3.0,0
13856,Original,3.0,0
13973,Original,3.0,0
12694,Original,3.04,0
5373,Original,3.07,0
13735,Original,3.08,0
10040,Original,3.09,0
3816,Unknown,3.09,0
11447,Original,3.1,0
13855,Music,3.1,0
5183,Original,3.1,0
13919,Original,3.11,0
3368,Other,3.12,0
13997,Original,3.13,0
13950,Original,3.13,0
4643,Unknown,3.13,0
12630,Original,3.14,0
8815,Original,3.14,0
1523,Original,3.15,0
560,Original,3.16,0
1509,Original,3.16,0
7390,Unknown,3.16,0
8056,Original,3.17,0
13867,Original,3.19,0
3102,Music,3.19,0
13704,Unknown,3.19,0
7686,Original,3.19,0
12554,Unknown,3.2,0
4718,Other,3.2,0
1481,Unknown,3.21,0
3157,Original,3.21,0
4699,Game,3.21,0
966,Unknown,3.22,0
9134,Unknown,3.23,0
12736,Original,3.24,0
3459,Unknown,3.25,0
13925,Original,3.25,0
14381,Original,3.25,0
12797,Original,3.25,0
14433,Unknown,3.25,0
6280,Original,3.25,0
874,Unknown,3.25,0
9173,Original,3.25,0
13504,Original,3.25,0
13853,Novel,3.25,0
14133,Original,3.25,0
13634,Unknown,3.26,0
886,Unknown,3.26,0
13975,Music,3.26,0
5324,Original,3.27,0
11790,Original,3.27,0
6622,Original,3.29,0
6403,Unknown,3.29,0
5247,Unknown,3.29,0
1066,Unknown,3.3,0
14239,Manga,3.3,0
6053,Picture book,3.31,0
2936,Original,3.31,0
3751,Original,3.33,0
4167,Unknown,3.33,0
3647,Music,3.33,0
829,Unknown,3.33,0
13884,Original,3.33,0
13910,Original,3.33,0
11801,Unknown,3.34,0
12438,Original,3.35,0
13831,Original,3.36,0
6751,Original,3.36,0
14199,Original,3.36,0
4005,Original,3.36,0
4913,Unknown,3.38,0
12104,Other,3.38,0
9243,Original,3.38,0
10253,Original,3.38,0
12292,Original,3.38,0
4627,Original,3.38,0
1766,Original,3.39,0
3381,Music,3.39,0
14420,Original,3.4,0
3696,Original,3.4,0
14177,Picture book,3.4,0
6041,Game,3.4,0
6990,Unknown,3.4,0
6417,Original,3.4,0
1706,Original,3.4,0
13880,Manga,3.42,0
7820,Other,3.42,0
6841,Other,3.42,0
5407,Unknown,3.42,0
7482,Unknown,3.43,0
11213,Unknown,3.43,0
4863,Music,3.43,0
9932,Original,3.44,0
8719,Unknown,3.44,0
67,Manga,3.44,0
12793,Original,3.44,0
13882,Original,3.45,0
14020,Original,3.45,0
7319,Radio,3.46,0
11671,Original,3.46,0
2182,Unknown,3.47,0
10303,Original,3.47,0
4704,Unknown,3.48,0
5229,Music,3.48,0
7714,Original,3.49,0
991,Unknown,3.49,0
4063,Unknown,3.49,0
13957,Original,3.5,0
3240,Original,3.5,0
2784,Original,3.5,0
280,Original,3.5,0
7450,Original,3.5,0
13905,Original,3.5,0
14144,Unknown,3.5,0
5238,Original,3.5,0
10541,Original,3.5,0
2919,Original,3.5,0
14432,Original,3.5,0
13987,Original,3.5,0
6504,Original,3.5,0
13964,Original,3.5,0
14396,Other,3.5,0
1444,4-koma manga,3.51,0
4881,Original,3.51,0
4745,Original,3.52,0
10232,Music,3.52,0
9051,Music,3.52,0
645,Original,3.52,0
13077,Original,3.52,0
8462,Unknown,3.53,0
2897,Unknown,3.53,0
5189,Web manga,3.53,0
13810,Original,3.53,0
10529,Original,3.53,0
2203,Original,3.54,0
2833,Unknown,3.54,0
2945,Original,3.54,0
13951,Original,3.54,0
9142,Original,3.54,0
3789,Original,3.54,0
12478,Game,3.54,0
13500,Original,3.54,0
3728,Original,3.55,0
13875,Music,3.55,0
7745,Original,3.55,0
7181,Unknown,3.56,0
12052,Unknown,3.56,0
13916,Original,3.56,0
10048,Original,3.57,0
8671,Original,3.57,0
14457,Unknown,3.57,0
13864,Original,3.57,0
5879,Unknown,3.58,0
7520,Original,3.58,0
14156,Original,3.58,0
10524,Original,3.58,0
7699,Original,3.58,0
12641,Original,3.59,0
13852,Original,3.59,0
1738,Original,3.6,0
4257,Other,3.6,0
13872,Original,3.6,0
2288,Other,3.6,0
215,Novel,3.6,0
1021,Original,3.6,0
10058,Original,3.61,0
13826,Music,3.61,0
11142,Original,3.61,0
4924,Music,3.62,0
1629,Original,3.62,0
14203,Original,3.63,0
10007,Unknown,3.63,0
11821,Original,3.63,0
9546,Original,3.63,0
913,Original,3.63,0
13917,Original,3.63,0
9255,Unknown,3.63,0
6716,Original,3.63,0
13980,Original,3.63,0
11997,Original,3.63,0
3662,Original,3.64,0
5444,Original,3.65,0
3303,Original,3.65,0
9514,Unknown,3.65,0
11884,Manga,3.65,0
7632,Other,3.65,0
7785,Original,3.66,0
4468,Unknown,3.66,0
13844,Original,3.67,0
476,Unknown,3.67,0
14055,Original,3.67,0
12168,Original,3.67,0
8614,Unknown,3.67,0
5008,Original,3.67,0
8972,Other,3.67,0
12876,Original,3.67,0
5224,Original,3.67,0
13904,Original,3.67,0
1087,Unknown,3.67,0
14344,Other,3.67,0
14023,Original,3.67,0
258,Original,3.67,0
2193,Unknown,3.67,0
973,Other,3.67,0
4078,Music,3.67,0
14101,Game,3.67,0
14202,Unknown,3.67,0
13330,Original,3.67,0
10755,Original,3.68,0
1046,Original,3.68,0
3121,Original,3.68,0
5722,Music,3.68,0
11874,Web manga,3.69,0
9717,Original,3.69,0
13926,Original,3.7,0
13906,Original,3.7,0
12435,Original,3.7,0
14357,Original,3.7,0
10815,Music,3.7,0
6026,Unknown,3.7,0
5041,Original,3.71,0
13978,Original,3.71,0
2079,Original,3.71,0
14366,Other,3.71,0
5644,Original,3.71,0
8712,Manga,3.71,0
13918,Music,3.71,0
4321,Music,3.72,0
13850,Original,3.72,0
5158,Original,3.73,0
14331,Original,3.73,0
8339,Game,3.73,0
5039,Original,3.73,0
5196,Original,3.74,0
10399,Original,3.75,0
9628,Other,3.75,0
13885,Original,3.75,0
5938,Original,3.75,0
14212,Original,3.75,0
13858,Original,3.75,0
6047,Other,3.75,0
2047,Original,3.75,0
4172,Unknown,3.75,0
4180,Original,3.75,0
8919,Music,3.75,0
2951,Other,3.76,0
2248,Unknown,3.76,0
9986,Unknown,3.76,0
2900,Game,3.76,0
2982,Music,3.76,0
10772,Unknown,3.76,0
2858,Unknown,3.76,0
13551,Original,3.77,0
10316,Original,3.77,0
10306,Original,3.77,0
8229,Original,3.77,0
1749,Original,3.77,0
657,Original,3.77,0
13894,Original,3.78,0
9054,Original,3.78,0
9421,Other,3.78,0
7780,Unknown,3.78,0
13963,Original,3.79,0
695,Original,3.79,0
13191,Music,3.79,0
12353,Original,3.79,0
8443,Original,3.79,0
9125,Original,3.79,0
4859,Original,3.79,0
4887,Original,3.79,0
6840,Original,3.8,0
9108,Unknown,3.8,0
7461,Unknown,3.8,0
14255,Original,3.8,0
3088,Book,3.8,0
13996,Original,3.8,0
2732,Original,3.8,0
618,Original,3.8,0
4117,Music,3.8,0
1228,Original,3.81,0
12787,Unknown,3.81,0
2597,Original,3.81,0
4958,Original,3.81,0
9109,Original,3.82,0
2242,Unknown,3.82,0
11043,Unknown,3.82,0
14129,Original,3.82,0
11002,Original,3.82,0
6998,Original,3.82,0
9722,Original,3.83,0
7826,Other,3.83,0
14128,Original,3.83,0
2935,Book,3.83,0
3605,Original,3.83,0
3249,Unknown,3.83,0
13403,Original,3.83,0
13523,Original,3.85,0
5162,Original,3.85,0
13143,Unknown,3.85,0
1867,Original,3.85,0
12751,Original,3.85,0
8373,Original,3.86,0
8624,Original,3.86,0
13694,Unknown,3.86,0
13933,Original,3.86,0
6724,Unknown,3.86,0
13833,Original,3.86,0
8813,Original,3.86,0
10445,Original,3.87,0
12681,Other,3.87,0
9041,Music,3.87,0
4076,Original,3.87,0
13903,Original,3.87,0
2532,Unknown,3.88,0
10413,Original,3.88,0
839,Original,3.88,0
2947,Music,3.88,0
10032,Original,3.88,0
4108,Original,3.89,0
10569,Original,3.89,0
13861,Original,3.89,0
14407,Original,3.9,0
1780,Novel,3.9,0
5714,Other,3.9,0
13915,Original,3.9,0
1039,Web manga,3.9,0
9548,Original,3.9,0
9278,Original,3.9,0
8406,Original,3.9,0
2052,Unknown,3.91,0
7539,Original,3.91,0
3531,Other,3.91,0
8745,Original,3.91,0
9914,Unknown,3.91,0
13627,Unknown,3.91,0
8642,Original,3.91,0
2894,Unknown,3.91,0
6212,Original,3.92,0
5390,Music,3.92,0
286,Original,3.92,0
3225,Original,3.92,0
6024,Original,3.93,0
5278,Original,3.93,0
11331,Unknown,3.93,0
14051,Original,3.93,0
5815,Original,3.93,0
11392,Unknown,3.94,0
12398,Unknown,3.94,0
9342,Original,3.95,0
9913,Original,3.95,0
4599,Original,3.96,0
10112,Original,3.96,0
13448,Original,3.97,0
9163,Unknown,3.98,0
14006,Original,4.0,0
14238,Original,4.0,0
14415,Original,4.0,0
7927,Original,4.0,0
14422,Original,4.0,0
14336,Original,4.0,0
4331,Original,4.0,0
14301,Original,4.0,0
14435,Original,4.0,0
14277,Game,4.0,0
8871,Original,4.0,0
14314,Original,4.0,0
6270,Original,4.0,0
984,Original,4.0,0
10353,Unknown,4.0,0
14448,Unknown,4.0,0
11815,Unknown,4.0,0
14088,Original,4.0,0
9907,Unknown,4.0,0
13241,Other,4.0,0
1960,Game,4.0,0
10703,Original,4.0,0
13941,Original,4.0,0
8567,Unknown,4.0,0
5048,Unknown,4.0,0
13938,Music,4.0,0
13873,Other,4.0,0
8891,Original,4.0,0
9032,Other,4.0,0
12215,Unknown,4.0,0
14079,Original,4.0,0
6792,Original,4.0,0
13930,Original,4.0,0
7542,Unknown,4.0,0
5998,Unknown,4.0,0
4947,Original,4.0,0
8766,Original,4.0,0
9180,Manga,4.0,0
8164,Unknown,4.0,0
14368,Original,4.0,0
13921,Original,4.0,0
3937,Web manga,4.0,0
8135,Original,4.0,0
14001,Novel,4.0,0
13936,Original,4.0,0
14282,Original,4.0,0
14306,Original,4.0,0
1184,Original,4.0,0
3818,Original,4.0,0
10281,Unknown,4.0,0
6978,Original,4.01,0
3411,Original,4.02,0
3956,Unknown,4.02,0
12075,Manga,4.02,0
10035,Unknown,4.02,0
135,Original,4.03,0
11395,Game,4.03,0
467,Unknown,4.03,0
13326,Picture book,4.03,0
9085,Original,4.03,0
9503,Music,4.04,0
9885,Music,4.04,0
3791,Original,4.04,0
7323,Original,4.04,0
12575,Manga,4.05,0
9630,Original,4.05,0
11912,Original,4.05,0
7380,Manga,4.05,0
6292,Unknown,4.06,0
11175,Original,4.06,0
1717,Unknown,4.06,0
9882,Original,4.06,0
5511,Other,4.06,0
1216,Unknown,4.06,0
4435,Original,4.06,0
9905,Unknown,4.07,0
13969,Original,4.07,0
301,Original,4.07,0
4121,Original,4.07,0
4462,Music,4.07,0
8852,Original,4.07,0
7704,Original,4.08,0
8289,Picture book,4.08,0
5080,Original,4.08,0
11742,Original,4.08,0
6224,Original,4.08,0
11469,Unknown,4.08,0
10508,Unknown,4.08,0
8511,Original,4.08,0
12345,Original,4.09,0
14163,Original,4.09,0
4029,Original,4.09,0
13387,Unknown,4.09,0
10650,Original,4.1,0
12384,Unknown,4.1,0
13820,Unknown,4.1,0
6124,Light novel,4.1,0
6116,Original,4.1,0
10751,Music,4.1,0
9818,Music,4.1,0
13897,Original,4.11,0
6590,Original,4.11,0
2306,Unknown,4.11,0
9301,Original,4.11,0
1367,Unknown,4.11,0
5228,Original,4.11,0
5568,Original,4.11,0
5745,Music,4.12,0
14116,Unknown,4.12,0
1553,Original,4.12,0
12574,Music,4.12,0
7718,Music,4.12,0
7116,Picture book,4.13,0
9780,Original,4.13,0
14052,Unknown,4.13,0
10970,Original,4.13,0
8050,Other,4.13,0
7348,Original,4.13,0
13935,Original,4.13,0
3287,Manga,4.13,0
7975,Original,4.13,0
7843,Game,4.13,0
11934,Original,4.14,0
11475,Original,4.14,0
234,Unknown,4.14,0
10895,Unknown,4.14,0
11245,Original,4.14,0
13840,Original,4.14,0
9509,Original,4.14,0
659,Music,4.14,0
14443,Original,4.14,0
948,Original,4.14,0
9344,Original,4.15,0
11947,Original,4.15,0
3244,Game,4.15,0
7277,Unknown,4.15,0
12600,Original,4.15,0
875,Original,4.16,0
6848,Original,4.16,0
12494,Unknown,4.16,0
2892,Original,4.16,0
8635,Unknown,4.16,0
1176,Unknown,4.17,0
14081,Manga,4.17,0
2788,Original,4.17,0
837,Music,4.17,0
14137,Picture book,4.17,0
12690,Original,4.17,0
1770,Original,4.17,0
5639,Web manga,4.17,0
6109,Unknown,4.18,0
9368,Original,4.18,0
7433,Other,4.19,0
13970,Original,4.19,0
3082,Unknown,4.19,0
5623,Unknown,4.19,0
11141,Original,4.19,0
12266,Unknown,4.19,0
2772,Unknown,4.2,0
7540,Original,4.2,0
1887,Original,4.2,0
13974,Game,4.2,0
2627,Original,4.2,0
5171,Visual novel,4.2,0
13948,Music,4.2,0
5085,Picture book,4.2,0
13172,Original,4.2,0
2630,Unknown,4.2,0
117,Original,4.2,0
14426,Original,4.2,0
12174,Original,4.21,0
7677,Unknown,4.21,0
8739,Novel,4.21,0
6970,Original,4.21,0
6582,Original,4.21,0
8684,Original,4.21,0
10050,Unknown,4.21,0
14062,Unknown,4.22,0
5899,Original,4.22,0
6433,Unknown,4.22,0
13305,Unknown,4.22,0
14007,Original,4.22,0
8524,Unknown,4.22,0
9899,Original,4.22,0
6647,Music,4.22,0
6272,Other,4.22,0
14204,Original,4.22,0
4759,Original,4.22,0
9432,Unknown,4.23,0
7384,Original,4.23,0
1827,Original,4.23,0
8346,Original,4.23,0
7442,Other,4.23,0
2280,Original,4.24,0
239,Unknown,4.24,0
2768,Original,4.24,0
3556,Original,4.24,0
6797,Unknown,4.24,0
13972,Original,4.24,0
12842,Original,4.24,0
10179,Other,4.24,0
14159,Unknown,4.24,0
9474,Original,4.25,0
262,Music,4.25,0
2105,Original,4.25,0
2120,Original,4.25,0
13626,Original,4.25,0
2710,Other,4.25,0
7247,Original,4.25,0
7394,Unknown,4.25,0
12807,Original,4.25,0
14291,Music,4.25,0
9673,Unknown,4.26,0
11110,Original,4.26,0
1421,Music,4.26,0
8315,Original,4.26,0
6076,Unknown,4.26,0
10998,Music,4.26,0
10258,Game,4.27,0
12327,Original,4.27,0
9845,Unknown,4.27,0
14229,Original,4.27,0
10535,Other,4.27,0
11989,Music,4.27,0
12390,Original,4.27,0
4733,Original,4.28,0
8458,Unknown,4.28,0
4583,Original,4.28,0
13860,Original,4.28,0
13207,Original,4.28,0
13395,Original,4.28,0
8908,Unknown,4.28,0
3182,Original,4.28,0
8805,Original,4.28,0
14302,Unknown,4.29,0
12395,Music,4.29,0
7707,Other,4.29,0
733,Game,4.29,0
5773,Unknown,4.29,0
8457,Original,4.29,0
2028,Unknown,4.29,0
12236,Unknown,4.29,0
3729,Unknown,4.29,0
9778,Original,4.29,0
1665,Manga,4.29,0
3269,Unknown,4.29,0
7015,Unknown,4.29,0
5795,Original,4.29,0
4373,Music,4.29,0
6497,Game,4.3,0
4814,Other,4.3,0
5832,Unknown,4.3,0
4772,Original,4.3,0
4310,Original,4.3,0
5215,Unknown,4.3,0
11823,Unknown,4.3,0
1380,Original,4.3,0
711,Unknown,4.3,0
7924,Unknown,4.3,0
11290,Original,4.31,0
6919,Original,4.31,0
11656,Unknown,4.31,0
13193,Unknown,4.31,0
13547,Original,4.31,0
11148,Original,4.31,0
9280,Original,4.31,0
5630,Music,4.31,0
10947,Unknown,4.32,0
672,Unknown,4.32,0
73,Original,4.32,0
3658,Music,4.32,0
3234,Original,4.32,0
4253,Unknown,4.32,0
3897,Unknown,4.32,0
2150,Unknown,4.33,0
14408,Original,4.33,0
14437,Original,4.33,0
13487,Original,4.33,0
11982,Music,4.33,0
13982,Original,4.33,0
9937,Original,4.33,0
14361,Original,4.33,0
2432,Original,4.33,0
10550,Unknown,4.33,0
14427,Other,4.33,0
6361,Original,4.33,0
9455,Original,4.33,0
457,Manga,4.33,0
14428,Original,4.33,0
1736,Original,4.33,0
795,Original,4.33,0
14465,Unknown,4.33,0
14290,Music,4.33,0
1807,Original,4.33,0
8105,Unknown,4.33,0
14454,Original,4.33,0
13327,Original,4.34,0
5166,Original,4.34,0
12582,Unknown,4.34,0
7428,Original,4.34,0
8375,Unknown,4.34,0
13656,Original,4.34,0
13091,Original,4.35,0
10393,Original,4.35,0
4528,Book,4.35,0
4872,Music,4.35,0
1536,Game,4.35,0
10540,Other,4.35,0
3060,Unknown,4.35,0
4830,Unknown,4.36,0
11109,Unknown,4.36,0
3918,Original,4.36,0
9898,Original,4.36,0
1636,Original,4.36,0
8783,Original,4.36,0
14120,Original,4.36,0
5284,Unknown,4.36,0
11445,Unknown,4.36,0
1562,Unknown,4.36,0
5968,Original,4.36,0
13282,Unknown,4.37,0
13347,Unknown,4.37,0
10883,Original,4.37,0
10757,Unknown,4.37,0
13443,Music,4.37,0
13965,Unknown,4.38,0
13981,Game,4.38,0
